appid,name,developer,release_date,genre,genre_code,price,total_reviews,positive_ratio,avg_playtime_mins,peak_players,metacritic_score,developer_bio,platforms
101716,Savage Architect II,IronGate Studios,02/11/2023,RPG,2,63.9714,0,69.8,501,386,78.5,Our mission: games that matter.,1
101717,Storm Bastion,RedKite,08/07/2020,Action,1,57.6938,134,85.37,432,257,96,Passionate about narrative-driven experiences.,3
101718,Twisted Chronicles Origins,RedKite,27/12/2019,Puzzle,5,0,945,94.46,639,144,77.6,Creating unique worlds one pixel at a time.,1
101719,Silent Eclipse (259),PixelForge,01/08/2023,Simulation,4,0,236,83.5,352,99,89,Building the future of interactive entertainment.,1
101720,Wild Apex Redux,CrystalDawn,27/03/2023,RPG,2,63.5928,188,93.52,678,314,71.9,NA,1
101721,Twisted Covenant,PixelForge,24/03/2024,Action,1,48.3948,229,68.66,523,47,43.7,Our mission: games that matter.,1
101722,Lone Inferno,Moonlight Games,10/02/2022,Simulation,4,41.1527,517,62.28,739,244,NA,Passionate about narrative-driven experiences.,2
101723,Silent Remnants Redux,Moonlight Games,04/05/2022,Puzzle,5,28.0046,760,53.14,706,342,NA,Three friends who quit their jobs to make games.,1
101724,Twisted Sanctum (260),REDKITE,17/02/2022,RPG,2,50.0972,281,93.74,996,133,60.9,Building the future of interactive entertainment.,1
101725,Mystic Tempest Redux,Neon Arc,14/05/2023,RPG,2,0,0,67.96,409,451,80.3,NA,1
101726,Fallen Zenith III,Moonlight Games,02/10/2019,Simulation,4,46.1241,798,75.8,277,143,51.6,NA,1
101727,Rogue Sanctum III,RedKite,30/04/2022,RPG,2,62.1881,474,93.66,260,501,NA,We make games that push boundaries.,2
101728,Dark Covenant (261),IronGate Studios,30/10/2020,RPG,2,50.6916,921,53.79,917,158,76.8,NA,2
101729,Ethereal Chronicles Origins,Moonlight Games,11/08/2023,Simulation,4,41.239,564,66.54,1240,459,44,NA,1
101730,Infinite Horizon,Neon Arc,12/09/2023,Strategy,3,63.1034,312,99.8,488,334,51.3,Our mission: games that matter.,2
101731,Wild Ascension Redux,PixelForge,08/03/2018,Simulation,4,44.4537,266,52.67,778,158,85.6,NA,1
101732,Frozen Legacy,Moonlight Games,08/11/2021,Strategy,3,0,636,54.96,433,175,93.9,We make games that push boundaries.,1
101733,Ancient Harbinger Reborn,RedKite,06/05/2018,Action,1,51.971,488,65.16,790,149,NA,Three friends who quit their jobs to make games.,1
101734,Frozen Siege (262),Moonlight Games,29/12/2022,RPG,2,52.8533,0,60.01,424,491,89.6,NA,3
101735,Solar Frontier,CrystalDawn,27/09/2020,Action,1,52.1477,446,75.44,1391,261,67.9,Our mission: games that matter.,1
101736,Forsaken Bastion II,CrystalDawn,30/03/2020,RPG,2,54.7566,0,60.19,556,835,72.8,"Small team, big dreams. Making games since 2015.",3
101737,Burning Requiem (263),IronGate Studios,26/05/2018,Action,1,0,380,54.58,1235,449,71.2,We make games that push boundaries.,1
101738,Ancient Harbinger Reborn (264),SilverLeaf,07/08/2020,Puzzle,5,35.2175,807,70.84,723,417,55.9,Creating unique worlds one pixel at a time.,2
101739,Cursed Dynasty (265),ThunderByte,30/03/2024,RPG,2,39.1952,465,67.79,947,308,99,Three friends who quit their jobs to make games.,1
101740,Silent Cipher (266),PixelForge,09/08/2021,Action,1,48.3391,443,69,144,292,73.3,NA,1
101741,Frozen Sanctum Redux,Neon Arc,01/09/2019,Simulation,4,42.5583,940,93.25,1204,234,40.1,Veterans from AAA studios going indie.,3
101742,Lunar Remnants Origins,PixelForge,09/10/2018,Action,1,45.7649,473,62.18,1602,353,88.9,"Small team, big dreams. Making games since 2015.",1
101743,Lone Ascension,Neon Arc,23/06/2018,Strategy,3,59.8232,735,54.99,778,193,49.9,Focused on player agency and emergent gameplay.,3
101744,Solar Exodus,PixelForge,23/04/2019,Puzzle,5,0,511,91.49,642,367,82.9,NA,1
101745,Mystic Requiem,Moonlight Games,01/05/2024,RPG,2,46.6327,710,67.16,500,378,77.5,We make games that push boundaries.,1
101746,Ancient Realm,SilverLeaf,04/08/2021,Simulation,4,49.1879,607,50.95,625,171,NA,NA,2
101747,Phantom Remnants,PixelForge,17/10/2021,Puzzle,5,32.6128,686,63.18,581,96,65.7,NA,2
101748,Dark Genesis III,IronGate Studios,21/07/2023,Action,1,48.3755,911,86.97,347,257,NA,Passionate about narrative-driven experiences.,1
101749,Shadow Sanctum Reborn,PixelForge,06/09/2021,Puzzle,5,45.1785,598,92.47,296,178,NA,"Small team, big dreams. Making games since 2015.",3
101750,Hidden Covenant Redux,Neon Arc,28/06/2018,Action,1,0,675,97.19,341,562,NA,Veterans from AAA studios going indie.,2
101751,Rogue Remnants III,ThunderByte,30/03/2024,Puzzle,5,0,516,53.06,378,200,71.8,NA,1
101752,Burning Zenith Reborn,IronGate Studios,01/06/2020,Action,1,48.9714,488,74.43,1295,202,97.6,Passionate about narrative-driven experiences.,1
101753,Savage Fortress Redux,Moonlight Games,20/06/2021,RPG,2,59.0763,1025,67.62,520,216,82.6,Veterans from AAA studios going indie.,3
101754,Steel Revenant,CrystalDawn,06/02/2023,Strategy,3,75.4026,388,88.01,462,324,59.5,Award-winning indie studio based in Melbourne.,3
101755,Ethereal Tempest Redux,SILVERLEAF,26/01/2020,Puzzle,5,48.9219,1190,90.29,914,62,67.4,Focused on player agency and emergent gameplay.,1
101756,Solar Harbinger II,Moonlight Games,15/05/2021,Puzzle,5,0,1249,77.7,1104,84,75.9,Focused on player agency and emergent gameplay.,3
101757,Shattered Nexus,SilverLeaf,09/04/2022,RPG,2,59.3183,736,84.82,926,257,63.8,Passionate about narrative-driven experiences.,1
101758,Hidden Labyrinth (267),PixelForge,30/01/2019,RPG,2,46.2238,920,63.56,149,651,63.9,NA,1
101759,Broken Catalyst (268),CrystalDawn,30/07/2024,Action,1,52.0068,312,65.64,757,607,NA,Our mission: games that matter.,2
101760,Stellar Fortress,ThunderByte,27/01/2022,Strategy,3,68.2333,775,58.8,1283,345,NA,Focused on player agency and emergent gameplay.,3
101761,Shadow Bastion (269),CrystalDawn,28/12/2020,Action,1,49.7134,456,58.22,682,553,NA,Three friends who quit their jobs to make games.,1
101762,Steel Dynasty Reborn,IronGate Studios,30/05/2019,RPG,2,61.608,0,74.26,516,352,NA,Veterans from AAA studios going indie.,2
101763,Swift Vendetta (270),Moonlight Games,30/09/2021,Action,1,40.7935,238,62.8,1301,133,86.8,NA,3
101764,Fallen Horizon III,ThunderByte,24/08/2018,RPG,2,43.0537,652,76.84,723,493,63.8,Our mission: games that matter.,1
101765,Hidden Legacy Redux,Moonlight Games,08/01/2021,Simulation,4,0,249,85.45,474,171,59.6,Award-winning indie studio based in Melbourne.,1
101766,Ethereal Architect II,Neon Arc,22/12/2020,Action,1,41.435,727,57.36,414,437,42.5,Passionate about narrative-driven experiences.,1
101767,Primal Eclipse II,IronGate Studios,24/01/2024,Action,1,43.8729,1324,87.89,1215,110,60.3,Our mission: games that matter.,2
101768,Crystal Legacy II (271),RedKite,22/09/2018,RPG,2,58.5455,552,59.57,801,636,80.1,Veterans from AAA studios going indie.,2
101769,Radiant Odyssey Reborn,Moonlight Games,17/04/2023,Action,1,34.4624,339,83.17,420,274,86.6,Focused on player agency and emergent gameplay.,1
101770,Storm Chronicles III,RedKite,11/09/2021,Simulation,4,37.6094,309,88.66,376,437,96.8,Our mission: games that matter.,1
101771,Broken Solstice,ThunderByte,23/05/2021,RPG,2,59.4596,502,56.88,773,200,83.8,We make games that push boundaries.,3
101772,Rogue Eclipse (272),IronGate Studios,28/12/2021,Simulation,4,55.4001,495,88.06,1501,97,82.4,Award-winning indie studio based in Melbourne.,1
101773,Lone Solstice II,thunderbyte,22/07/2020,Simulation,4,46.8624,462,73.61,514,264,67.4,Our mission: games that matter.,2
101774,Fallen Realm III,SilverLeaf,30/01/2023,Strategy,3,0,515,99.21,455,75,63.9,Focused on player agency and emergent gameplay.,1
101775,Broken Protocol III,PixelForge,19/03/2020,Action,1,0,254,85.15,866,349,NA,NA,2
101776,Neon Horizon II (273),SilverLeaf,28/08/2021,Action,1,40.3838,586,59.81,605,37,46.3,Award-winning indie studio based in Melbourne.,1
101777,Hidden Tempest,SilverLeaf,03/06/2023,Action,1,37.0127,205,53.51,877,229,90.3,Focused on player agency and emergent gameplay.,1
101778,Burning Inferno (274),PixelForge,20/12/2019,Puzzle,5,42.5282,347,74.35,541,544,NA,NA,2
101779,Forsaken Sanctum (275),RedKite,16/05/2024,Action,1,39.0307,494,96.33,383,163,42.9,Passionate about narrative-driven experiences.,1
101780,Shadow Horizon,PixelForge,04/02/2023,Simulation,4,0,76,59.92,921,330,94.2,Creating unique worlds one pixel at a time.,1
101781,Phantom Ascension II,ThunderByte,29/11/2023,RPG,2,59.8568,511,86.76,737,364,89.6,Creating unique worlds one pixel at a time.,1
101782,Dire Nexus Reborn,Neon Arc,17/11/2020,Strategy,3,40.2613,400,66.54,790,259,74.9,"Small team, big dreams. Making games since 2015.",1
101783,Cursed Sanctum III,SilverLeaf,27/07/2024,Action,1,0,936,88.47,1147,175,78.7,Award-winning indie studio based in Melbourne.,1
101784,Phantom Requiem Reborn,CrystalDawn,21/09/2019,Simulation,4,55.5964,281,80.48,404,385,40.8,NA,1
101785,Golden Zenith Redux,Neon Arc,21/08/2024,Action,1,0,514,94.05,485,823,43.6,Award-winning indie studio based in Melbourne.,1
101786,Ancient Inferno,SilverLeaf,16/02/2022,Action,1,44.5983,526,75.77,600,128,73.2,NA,3
101787,Ethereal Vanguard Redux,Moonlight Games,09/05/2020,Strategy,3,53.9117,567,56.53,838,364,40.4,NA,2
101788,Silent Chronicles Reborn,IronGate Studios,09/05/2019,RPG,2,56.9269,941,69.49,417,521,88.2,NA,2
101789,Dark Siege Redux,PixelForge,01/05/2020,Simulation,4,0,387,98.37,567,256,66.5,We make games that push boundaries.,1
101790,Crimson Dynasty Reborn,CrystalDawn,28/12/2022,Strategy,3,0,503,57.97,463,504,83.9,Our mission: games that matter.,1
101791,Hidden Architect II,PixelForge,24/04/2022,Action,1,28.8848,847,62.54,186,374,93.1,We make games that push boundaries.,1
101792,Crystal Requiem II,redkite,22/01/2023,RPG,2,0,0,61.4,1446,542,91.4,Passionate about narrative-driven experiences.,3
101793,Lunar Abyss III,RedKite,15/02/2024,Puzzle,5,47.5937,352,71.9,381,269,55.3,Award-winning indie studio based in Melbourne.,2
101794,Infinite Ascension (276),RedKite,06/04/2019,Action,1,48.2788,452,80.47,245,249,59.1,Award-winning indie studio based in Melbourne.,3
101795,Solar Dominion Origins,Neon Arc,25/11/2022,Strategy,3,69.8317,717,81.61,287,855,NA,Three friends who quit their jobs to make games.,3
101796,Dark Crusade,ThunderByte,22/08/2023,Puzzle,5,0,0,89.32,1405,307,NA,Building the future of interactive entertainment.,2
101797,Stellar Remnants,IronGate Studios,05/11/2019,Action,1,34.1748,374,79.31,289,129,68.9,We make games that push boundaries.,3
101798,Crimson Legends Origins (277),CrystalDawn,14/02/2021,Action,1,57.0886,334,99.84,509,367,89.2,Focused on player agency and emergent gameplay.,2
101799,Twisted Realm Origins,RedKite,13/12/2024,Action,1,0,0,65.29,790,87,64.2,Building the future of interactive entertainment.,2
101800,Ethereal Covenant Redux,REDKITE,23/08/2020,RPG,2,42.1797,411,67.4,1075,312,60.2,Three friends who quit their jobs to make games.,1
101801,Hollow Crusade Reborn,RedKite,14/03/2018,Simulation,4,45.0934,428,59.32,276,470,92.1,Creating unique worlds one pixel at a time.,2
101802,Iron Architect III,PixelForge,11/06/2018,Puzzle,5,35.3525,670,91.75,612,33,68.7,NA,1
101803,Forsaken Harbinger (278),Moonlight Games,28/06/2018,Simulation,4,0,599,75.15,631,226,79,NA,2
101804,Hidden Nexus II,Moonlight Games,29/03/2024,Simulation,4,56.8818,437,63.8,697,114,95.2,Creating unique worlds one pixel at a time.,2
101805,Phantom Remnants III (279),IronGate Studios,07/04/2023,Strategy,3,48.4155,750,97.94,778,239,68.4,Award-winning indie studio based in Melbourne.,1
101806,Crystal Genesis II (280),Neon Arc,01/02/2021,Puzzle,5,48.1163,213,70.48,909,248,49.9,NA,1
101807,Storm Odyssey,PixelForge,27/05/2021,Action,1,45.6029,558,68.48,547,145,84.7,"Small team, big dreams. Making games since 2015.",3
101808,Swift Vanguard III,PixelForge,30/09/2021,Simulation,4,41.2455,408,69.17,575,728,41.7,Creating unique worlds one pixel at a time.,1
101809,Rogue Chronicles (281),ThunderByte,12/08/2020,Simulation,4,49.722,619,100,120,428,NA,NA,2
101810,Cursed Architect Origins (282),SilverLeaf,27/10/2019,Simulation,4,58.5067,244,69.48,380,286,79.7,We make games that push boundaries.,2
101811,Cursed Legends,Moonlight Games,18/07/2023,Simulation,4,40.6767,738,92.42,184,759,95.6,"Small team, big dreams. Making games since 2015.",1
101812,Iron Ascension (283),PixelForge,25/12/2020,RPG,2,56.7315,933,68.55,957,326,76.7,Focused on player agency and emergent gameplay.,1
101813,Neon Protocol,IronGate Studios,31/10/2023,Strategy,3,38.2717,561,95.91,403,377,85.5,NA,1
101814,Lost Covenant Origins,Moonlight Games,12/06/2024,Action,1,58.5458,497,74.14,480,266,88.5,Building the future of interactive entertainment.,3
101815,Noble Dynasty Origins,PixelForge,07/09/2023,Action,1,59.1943,1641,86.48,720,269,47.9,We make games that push boundaries.,2
101816,Rogue Paragon (284),CrystalDawn,15/11/2024,Strategy,3,58.9537,166,59.34,614,389,94.8,"Small team, big dreams. Making games since 2015.",2
101817,Forsaken Tempest,RedKite,30/05/2018,Strategy,3,45.9328,934,95.27,509,266,NA,Veterans from AAA studios going indie.,1
101818,Ethereal Oblivion,Neon Arc,18/05/2024,Strategy,3,53.1493,384,86.46,840,327,NA,Creating unique worlds one pixel at a time.,2
101819,Grand Dynasty,SilverLeaf,14/10/2021,Strategy,3,0,452,92.61,750,661,NA,Building the future of interactive entertainment.,2
101820,Cursed Requiem Reborn,SilverLeaf,29/05/2023,Simulation,4,52.5447,569,69.59,162,309,91,NA,1
101821,Phantom Requiem,PixelForge,23/07/2021,RPG,2,55.9105,0,66.82,670,332,56.3,Three friends who quit their jobs to make games.,1
101822,Rogue Remnants,SilverLeaf,13/09/2021,Puzzle,5,52.141,362,71.25,1110,756,80.8,Our mission: games that matter.,2
101823,Solar Ascension III,Moonlight Games,14/07/2020,RPG,2,64.0557,243,82.64,173,118,NA,Award-winning indie studio based in Melbourne.,2
101824,Lost Bastion,PixelForge,13/09/2023,RPG,2,61.1821,0,60.12,475,255,43.5,"Small team, big dreams. Making games since 2015.",3
101825,Wild Apex (285),PixelForge,20/04/2019,Action,1,50.6243,605,83.65,507,559,NA,NA,3
101826,Dark Revenant (286),IronGate Studios,07/11/2023,Action,1,0,441,55.08,376,180,67.3,Building the future of interactive entertainment.,1
101827,Ethereal Odyssey Reborn,Neon Arc,30/09/2022,Strategy,3,51.2735,1472,52.7,539,353,NA,Creating unique worlds one pixel at a time.,2
101828,Shattered Frontier Redux,IronGate Studios,26/03/2022,Puzzle,5,43.3257,220,96.2,368,324,90.5,NA,1
101829,Noble Horizon II,PixelForge,03/02/2022,Action,1,39.2724,961,71.02,1701,146,59.5,Building the future of interactive entertainment.,2
101830,Storm Sanctum Redux,CrystalDawn,13/04/2021,Puzzle,5,38.1736,1550,54.82,933,201,45.1,NA,1
101831,Silent Odyssey (287),Moonlight Games,01/03/2019,Puzzle,5,54.8375,411,79.03,659,216,64.4,Creating unique worlds one pixel at a time.,2
101832,Rising Vendetta Redux,IRONGATE STUDIOS,25/02/2020,Action,1,53.7623,0,87.15,747,101,58.1,Three friends who quit their jobs to make games.,2
101833,Stellar Dynasty III (288),CrystalDawn,29/07/2024,Action,1,60.1856,740,59.69,209,353,54.7,Our mission: games that matter.,1
101834,Twisted Labyrinth III,ThunderByte,10/04/2023,Action,1,49.5374,157,78.92,977,139,58.1,NA,2
101835,Solar Dynasty II,Moonlight Games,05/01/2021,Puzzle,5,43.4224,241,86.06,468,427,67.6,Award-winning indie studio based in Melbourne.,1
101836,Shadow Horizon Reborn (289),RedKite,27/10/2019,Puzzle,5,43.644,398,77.98,133,393,86.4,Our mission: games that matter.,2
101837,Wild Eclipse,moonlight games,13/09/2022,Puzzle,5,39.4034,536,66.31,309,374,61.7,Our mission: games that matter.,2
101838,Frozen Exodus Origins,Neon Arc,10/03/2022,Strategy,3,53.075,493,53.04,425,341,NA,Passionate about narrative-driven experiences.,1
101839,Stellar Vanguard III (290),IronGate Studios,29/11/2019,Action,1,0,0,89.59,473,281,NA,We make games that push boundaries.,1
101840,Crystal Exodus Origins,PixelForge,19/06/2024,Puzzle,5,49.2941,0,75.88,591,257,NA,NA,2
101841,Silent Paragon Origins,SilverLeaf,17/10/2021,RPG,2,50.0804,288,62.14,520,354,44.4,NA,1
101842,Shadow Sanctum II (291),Neon Arc,24/02/2019,Simulation,4,55.7204,1325,52.23,1061,100,80.5,Creating unique worlds one pixel at a time.,2
101843,Silent Chronicles Reborn (292),SilverLeaf,07/04/2021,RPG,2,63.3871,543,80.89,557,156,46.8,We make games that push boundaries.,2
101844,Crystal Requiem II (293),Moonlight Games,23/09/2020,Simulation,4,44.2461,364,75.93,270,104,98.9,NA,1
101845,Fallen Vendetta Reborn,Neon Arc,17/04/2022,Action,1,41.1684,453,70.84,961,214,92.5,Award-winning indie studio based in Melbourne.,1
101846,Dire Chronicles,IRONGATE STUDIOS,02/12/2022,Strategy,3,51.9016,370,54.08,351,278,NA,Veterans from AAA studios going indie.,2
101847,Silent Realm (294),Moonlight Games,25/08/2023,RPG,2,45.0545,609,58.3,479,169,NA,We make games that push boundaries.,1
101848,Grand Inferno,IronGate Studios,20/07/2024,Strategy,3,0,1048,93.51,615,438,62.1,"Small team, big dreams. Making games since 2015.",2
101849,Grand Ascension (295),RedKite,21/12/2022,Strategy,3,41.2971,591,80.07,276,114,NA,Creating unique worlds one pixel at a time.,3
101850,Dark Wanderer Redux,PixelForge,09/11/2022,Action,1,47.0402,951,70.67,712,114,NA,Award-winning indie studio based in Melbourne.,2
101851,Shadow Dynasty Origins,IronGate Studios,25/11/2023,RPG,2,65.1631,116,76.27,586,263,NA,NA,1
101852,Ancient Crusade II,ThunderByte,09/09/2018,Action,1,0,719,85.34,300,356,83.1,"Small team, big dreams. Making games since 2015.",2
101853,Primal Vanguard,PixelForge,29/06/2024,RPG,2,57.2317,1036,50.02,124,220,78.8,Three friends who quit their jobs to make games.,2
101854,Stellar Nexus III,IronGate Studios,07/03/2023,Strategy,3,67.8616,0,64.57,871,222,80.7,Award-winning indie studio based in Melbourne.,3
101855,Rising Vendetta Redux (296),RedKite,19/09/2023,Strategy,3,52.0166,501,99.74,614,153,58.5,Passionate about narrative-driven experiences.,3
101856,Wild Crusade Redux,CrystalDawn,05/11/2018,RPG,2,47.7367,939,98.97,660,178,62.5,NA,1
101857,Frozen Siege (297),CRYSTALDAWN,07/04/2023,Strategy,3,53.4975,0,91.61,638,444,57.1,"Small team, big dreams. Making games since 2015.",1
101858,Ethereal Dominion (298),Neon Arc,07/01/2024,Action,1,0,1304,60.36,956,322,88.3,NA,1
101859,Rogue Legends Origins,ThunderByte,07/11/2023,Action,1,0,430,75.57,433,623,46.2,NA,1
101860,Silent Apex (299),CrystalDawn,23/09/2018,Simulation,4,44.8081,0,81.07,354,381,NA,NA,1
101861,Fallen Chronicles (300),Moonlight Games,29/01/2019,RPG,2,67.7035,506,88.96,308,610,75.1,We make games that push boundaries.,2
101862,Shattered Remnants,ThunderByte,19/04/2021,Simulation,4,32.6923,0,78.74,1252,384,43.2,Veterans from AAA studios going indie.,1
101863,Cursed Sanctum Reborn,RedKite,20/07/2022,Simulation,4,0,0,71.1,762,78,60.7,NA,2
101864,Hidden Tempest (301),Moonlight Games,01/03/2023,Simulation,4,48.4399,0,65.58,154,112,96.4,Veterans from AAA studios going indie.,1
101865,Forsaken Eclipse II,SilverLeaf,20/10/2022,Strategy,3,63.8727,569,50.09,598,391,87.1,Three friends who quit their jobs to make games.,3
101866,Primal Odyssey (302),CrystalDawn,29/12/2023,Simulation,4,0,743,84.27,995,569,56.2,NA,2
101867,Fallen Dominion,Neon Arc,25/01/2024,Action,1,49.7262,862,80.06,466,183,63.7,NA,3
101868,Rising Inferno II (303),ThunderByte,19/06/2024,Simulation,4,53.3842,760,92.66,1105,484,58,NA,1
101869,Wild Eclipse II (304),Neon Arc,05/03/2018,Action,1,56.6599,0,65.77,384,275,NA,Three friends who quit their jobs to make games.,2
101870,Crystal Bastion,CrystalDawn,14/08/2018,Puzzle,5,33.737,196,52.73,212,707,73.7,Our mission: games that matter.,1
101871,Shattered Revenant,Moonlight Games,02/05/2020,Strategy,3,51.6013,689,65.23,364,194,NA,NA,1
101872,Dark Sanctum III,RedKite,23/02/2023,Strategy,3,40.8699,381,71.66,582,83,41.3,NA,2
101873,Ethereal Ascension,SilverLeaf,26/11/2022,RPG,2,66.5604,493,91.98,787,81,87.6,Three friends who quit their jobs to make games.,1
101874,Shadow Remnants,ThunderByte,14/10/2021,Simulation,4,38.2166,674,83.76,1036,147,41.4,NA,3
